date,song,artist,this_week,last_week,peak_position,weeks_on_chart
2015-12-19,Say It,Tory Lanez,30,37,30,7
2015-12-19,Where Are U Now,Skrillex & Diplo With Justin Bieber,31,32,8,40
2015-12-19,Break Up In A Small Town,Sam Hunt,32,39,32,9
2015-12-19,Drag Me Down,One Direction,33,30,3,18
2015-12-19,I'll Show You,Justin Bieber,34,31,19,5
2015-12-19,Hit The Quan,iLoveMemphis,35,23,15,16
2015-12-19,Roses,The Chainsmokers Featuring Rozes,36,51,36,7
2015-12-19,In The Night,The Weeknd,37,54,37,4
2015-12-19,Good For You,Selena Gomez Featuring A$AP Rocky,38,40,5,24
2015-12-19,See You Again,Wiz Khalifa Featuring Charlie Puth,39,36,1,39
2015-12-19,Renegades,X Ambassadors,40,38,17,34
2015-12-19,No Role Modelz,J. Cole,41,44,41,16
2015-12-19,Again,Fetty Wap,42,42,33,17
2015-12-19,My Way,Fetty Wap Featuring Monty,43,35,7,22
2015-12-19,I'm Comin' Over,Chris Young,44,41,33,23
2015-12-19,Stressed Out,twenty one pilots,45,57,45,11
2015-12-19,Cheerleader,OMI,46,43,1,33
2015-12-19,Back Up,DeJ Loaf Featuring Big Sean,47,47,47,9
2015-12-19,Burning House,Cam,48,49,48,21
2015-12-19,Lay It All On Me,Rudimental Featuring Ed Sheeran,49,50,48,9
2015-12-19,Photograph,Ed Sheeran,50,48,10,30
2015-12-19,Nothin' Like You,Dan + Shay,51,58,51,17
2015-12-19,Used To Love You,Gwen Stefani,52,77,52,3
2015-12-19,Hide Away,Daya,53,61,53,11
2015-12-19,Adventure Of A Lifetime,Coldplay,54,53,53,4
2015-12-19,How Deep Is Your Love,Calvin Harris & Disciples,55,52,27,20
2015-12-19,Gonna,Blake Shelton,56,63,56,12
2015-12-19,The Feeling,Justin Bieber Featuring Halsey,57,46,31,3
2015-12-19,Do It Like Me,DLOW,58,45,45,4
2015-12-19,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,59,72,22,4
2015-12-19,Exchange,Bryson Tiller,60,71,60,6
2015-12-19,Hallelujah,Jordan Smith,61,,61,1
2015-12-19,Gonna Know We Were Here,Jason Aldean,62,68,62,8
2015-12-19,The Fix,Nelly Featuring Jeremih,63,66,63,10
2015-12-19,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,64,55,55,3
2015-12-19,Stay A Little Longer,Brothers Osborne,65,69,65,9
2015-12-19,"Me, Myself & I",G-Eazy x Bebe Rexha,66,85,66,5
2015-12-19,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",67,56,12,15
2015-12-19,Big Rings,Drake & Future,68,75,52,11
2015-12-19,When We Were Young,Adele,69,22,22,2
2015-12-19,My House,Flo Rida,70,83,70,4
2015-12-19,Smoke Break,Carrie Underwood,71,59,43,15
2015-12-19,Cake By The Ocean,DNCE,72,86,72,7
2015-12-19,Back To Back,Drake,73,67,21,18
2015-12-19,Purpose,Justin Bieber,74,62,43,3
2015-12-19,Strip It Down,Luke Bryan,75,65,30,18
2015-12-19,Come Get Her,Rae Sremmurd,76,64,56,12
2015-12-19,I Got The Boy,Jana Kramer,77,81,77,8
2015-12-19,Top Of The World,Tim McGraw,78,82,78,8
2015-12-19,I Love This Life,LOCASH,79,88,79,6
2015-12-19,Mark My Words,Justin Bieber,80,60,42,3
2015-12-19,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,81,76,63,12
2015-12-19,Liquor,Chris Brown,82,84,60,14
2015-12-19,Company,Justin Bieber,83,73,53,3
2015-12-19,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,84,97,84,2
2015-12-19,Stand By You,Rachel Platten,85,91,85,3
2015-12-19,Best Friend,Young Thug,86,98,86,2
2015-12-19,Down In The DM,Yo Gotti Featuring Nicki Minaj,87,,87,1
2015-12-19,No Pressure,Justin Bieber Featuring Big Sean,88,74,49,3
2015-12-19,One Call Away,Charlie Puth,89,,89,1
2015-12-19,No Sense,Justin Bieber Featuring Travi$ Scott,90,78,54,3
2015-12-19,Dibs,Kelsea Ballerini,91,94,90,5
2015-12-19,I'd Just Love To Lay You Down,Barrett Baber,92,,92,1
2015-12-19,Right Hand,Drake,93,92,58,12
2015-12-19,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,94,99,84,5
2015-12-19,Irresistible,Fall Out Boy,95,,77,3
2015-12-19,New Americana,Halsey,96,,87,10
2015-12-19,Daddy,PSY Featuring CL,97,,97,1
2015-12-19,Girls Just Want To Have Fun,Madi Davis,98,,98,1
2015-12-19,Let Me See Ya Girl,Cole Swindell,99,90,59,18
2015-12-19,Already Callin' You Mine,Parmalee,100,,96,2
2015-12-26,Hello,Adele,1,1,1,7
2015-12-26,Sorry,Justin Bieber,2,2,2,7
2015-12-26,Hotline Bling,Drake,3,3,2,19
2015-12-26,What Do You Mean?,Justin Bieber,4,4,1,15
2015-12-26,Love Yourself,Justin Bieber,5,7,4,4
2015-12-26,The Hills,The Weeknd,6,5,1,29
2015-12-26,Stitches,Shawn Mendes,7,6,4,29
2015-12-26,Here,Alessia Cara,8,8,8,19
2015-12-26,Same Old Love,Selena Gomez,9,10,9,13
2015-12-26,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,10,9,8,23
2015-12-26,679,Fetty Wap Featuring Remy Boyz,11,11,4,24
2015-12-26,Ex's & Oh's,Elle King,12,12,10,23
2015-12-26,On My Mind,Ellie Goulding,13,13,13,12
2015-12-26,Jumpman,Drake & Future,14,15,12,12
2015-12-26,Can't Feel My Face,The Weeknd,15,16,1,27
2015-12-26,Antidote,Travis Scott,16,19,16,14
2015-12-26,Lean On,Major Lazer & DJ Snake Featuring MO,17,20,4,36
2015-12-26,Wildest Dreams,Taylor Swift,18,14,5,16
2015-12-26,In The Night,The Weeknd,19,37,19,5
2015-12-26,Don't,Bryson Tiller,20,24,20,11
2015-12-26,Somebody To Love,Jordan Smith,21,,21,1
2015-12-26,All I Want For Christmas Is You,Mariah Carey,22,26,21,12
2015-12-26,White Iverson,Post Malone,23,22,22,14
2015-12-26,Focus,Ariana Grande,24,17,7,6
2015-12-26,Die A Happy Man,Thomas Rhett,25,23,23,12
2015-12-26,Watch Me,Silento,26,18,3,42
2015-12-26,Trap Queen,Fetty Wap,27,28,2,47
2015-12-26,Stressed Out,twenty one pilots,28,45,28,12
2015-12-26,Roses,The Chainsmokers Featuring Rozes,29,36,29,8
2015-12-26,Say It,Tory Lanez,30,30,30,8
2015-12-26,Confident,Demi Lovato,31,21,21,10
2015-12-26,Perfect,One Direction,32,27,10,8
2015-12-26,Locked Away,R. City Featuring Adam Levine,33,25,6,21
2015-12-26,Break Up In A Small Town,Sam Hunt,34,32,32,10
2015-12-26,Where Ya At,Future Featuring Drake,35,29,28,21
2015-12-26,"Me, Myself & I",G-Eazy x Bebe Rexha,36,66,36,6
2015-12-26,No Role Modelz,J. Cole,37,41,37,17
2015-12-26,Where Are U Now,Skrillex & Diplo With Justin Bieber,38,31,8,41
2015-12-26,Adventure Of A Lifetime,Coldplay,39,54,39,5
2015-12-26,Good For You,Selena Gomez Featuring A$AP Rocky,40,38,5,25
2015-12-26,See You Again,Wiz Khalifa Featuring Charlie Puth,41,39,1,40
2015-12-26,Again,Fetty Wap,42,42,33,18
2015-12-26,Cheerleader,OMI,43,46,1,34
2015-12-26,Rockin' Around The Christmas Tree,Brenda Lee,44,,14,13
2015-12-26,Hit The Quan,iLoveMemphis,45,35,15,17
2015-12-26,Drag Me Down,One Direction,46,33,3,19
2015-12-26,Burning House,Cam,47,48,47,22
2015-12-26,Hide Away,Daya,48,53,48,12
2015-12-26,Back Up,DeJ Loaf Featuring Big Sean,49,47,47,10
2015-12-26,Renegades,X Ambassadors,50,40,17,35
2015-12-26,I'll Show You,Justin Bieber,51,34,19,6
2015-12-26,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,52,64,52,4
2015-12-26,Exchange,Bryson Tiller,53,60,53,7
2015-12-26,Gonna,Blake Shelton,54,56,54,13
2015-12-26,My House,Flo Rida,55,70,55,5
2015-12-26,Used To Love You,Gwen Stefani,56,52,52,4
2015-12-26,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,57,59,22,5
2015-12-26,Lay It All On Me,Rudimental Featuring Ed Sheeran,58,49,48,10
2015-12-26,Stay A Little Longer,Brothers Osborne,59,65,59,10
2015-12-26,Do It Like Me,DLOW,60,58,45,5
2015-12-26,Stand By You,Rachel Platten,61,85,61,4
2015-12-26,The Fix,Nelly Featuring Jeremih,62,63,62,11
2015-12-26,Cake By The Ocean,DNCE,63,72,63,8
2015-12-26,Big Rings,Drake & Future,64,68,52,12
2015-12-26,Gonna Know We Were Here,Jason Aldean,65,62,62,9
2015-12-26,Back To Back,Drake,66,73,21,19
2015-12-26,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,67,84,67,3
2015-12-26,Down In The DM,Yo Gotti Featuring Nicki Minaj,68,87,68,2
2015-12-26,Nothin' Like You,Dan + Shay,69,51,51,18
2015-12-26,The Feeling,Justin Bieber Featuring Halsey,70,57,31,4
2015-12-26,I Got The Boy,Jana Kramer,71,77,71,9
2015-12-26,Best Friend,Young Thug,72,86,72,3
2015-12-26,Top Of The World,Tim McGraw,73,78,73,9
2015-12-26,I Love This Life,LOCASH,74,79,74,7
2015-12-26,One Call Away,Charlie Puth,75,89,75,2
2015-12-26,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",76,67,12,16
2015-12-26,Hands To Myself,Selena Gomez,77,,77,1
2015-12-26,When We Were Young,Adele,78,69,22,3
2015-12-26,Come Get Her,Rae Sremmurd,79,76,56,13
2015-12-26,Strip It Down,Luke Bryan,80,75,30,19
2015-12-26,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,81,81,63,13
2015-12-26,New Americana,Halsey,82,96,82,11
2015-12-26,Smoke Break,Carrie Underwood,83,71,43,16
2015-12-26,Irresistible,Fall Out Boy,84,95,77,4
2015-12-26,Purpose,Justin Bieber,85,74,43,4
2015-12-26,Dibs,Kelsea Ballerini,86,91,86,6
2015-12-26,$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,87,,71,7
2015-12-26,Right Hand,Drake,88,93,58,13
2015-12-26,Dessert,Dawin,89,,89,1
2015-12-26,Mark My Words,Justin Bieber,90,80,42,4
2015-12-26,Already Callin' You Mine,Parmalee,91,100,91,3
2015-12-26,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,92,94,84,6
2015-12-26,Backroad Song,Granger Smith,93,,93,1
2015-12-26,Random,G-Eazy,94,,94,1
2015-12-26,Company,Justin Bieber,95,83,53,4
2015-12-26,No Pressure,Justin Bieber Featuring Big Sean,96,88,49,4
2015-12-26,Sorry,Rick Ross Featuring Chris Brown,97,,97,1
2015-12-26,Drifting,G-Eazy Featuring Chris Brown & Tory Lanez,98,,98,1
2015-12-26,Liquor,Chris Brown,99,82,60,15
2015-12-26,Beautiful Drug,Zac Brown Band,100,,95,3
2016-01-02,Hello,Adele,1,1,1,8
2016-01-02,Sorry,Justin Bieber,2,2,2,8
2016-01-02,Hotline Bling,Drake,3,3,2,20
2016-01-02,Love Yourself,Justin Bieber,4,5,4,5
2016-01-02,What Do You Mean?,Justin Bieber,5,4,1,16
2016-01-02,Same Old Love,Selena Gomez,6,9,6,14
2016-01-02,The Hills,The Weeknd,7,6,1,30
2016-01-02,Here,Alessia Cara,8,8,8,20
2016-01-02,Stitches,Shawn Mendes,9,7,4,30
2016-01-02,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,10,10,8,24
2016-01-02,679,Fetty Wap Featuring Remy Boyz,11,11,4,25
2016-01-02,In The Night,The Weeknd,12,19,12,6
2016-01-02,Jumpman,Drake & Future,13,14,12,13
2016-01-02,On My Mind,Ellie Goulding,14,13,13,13
2016-01-02,Can't Feel My Face,The Weeknd,15,15,1,28
2016-01-02,Antidote,Travis Scott,16,16,16,15
2016-01-02,Ex's & Oh's,Elle King,17,12,10,24
2016-01-02,All I Want For Christmas Is You,Mariah Carey,18,22,18,13
2016-01-02,Stressed Out,twenty one pilots,19,28,19,13
2016-01-02,Don't,Bryson Tiller,20,20,20,12
2016-01-02,Die A Happy Man,Thomas Rhett,21,25,21,13
2016-01-02,White Iverson,Post Malone,22,23,22,15
2016-01-02,Wildest Dreams,Taylor Swift,23,18,5,17
2016-01-02,Mary Did You Know,Jordan Smith,24,,24,1
2016-01-02,Lean On,Major Lazer & DJ Snake Featuring MO,25,17,4,37
2016-01-02,Roses,The Chainsmokers Featuring Rozes,26,29,26,9
2016-01-02,Watch Me,Silento,27,26,3,43
2016-01-02,Say It,Tory Lanez,28,30,28,9
2016-01-02,Burning House,Cam,29,47,29,23
2016-01-02,Confident,Demi Lovato,30,31,21,11
2016-01-02,Trap Queen,Fetty Wap,31,27,2,48
2016-01-02,Perfect,One Direction,32,32,10,9
2016-01-02,Focus,Ariana Grande,33,24,7,7
2016-01-02,Break Up In A Small Town,Sam Hunt,34,34,32,11
2016-01-02,Where Ya At,Future Featuring Drake,35,35,28,22
2016-01-02,No Role Modelz,J. Cole,36,37,36,18
2016-01-02,Locked Away,R. City Featuring Adam Levine,37,33,6,22
2016-01-02,Rockin' Around The Christmas Tree,Brenda Lee,38,44,14,14
2016-01-02,Where Are U Now,Skrillex & Diplo With Justin Bieber,39,38,8,42
2016-01-02,"Me, Myself & I",G-Eazy x Bebe Rexha,40,36,36,7
2016-01-02,Hide Away,Daya,41,48,41,13
2016-01-02,See You Again,Wiz Khalifa Featuring Charlie Puth,42,41,1,41
2016-01-02,Good For You,Selena Gomez Featuring A$AP Rocky,43,40,5,26
2016-01-02,Adventure Of A Lifetime,Coldplay,44,39,39,6
2016-01-02,Again,Fetty Wap,45,42,33,19
2016-01-02,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,46,52,46,5
2016-01-02,Cake By The Ocean,DNCE,47,63,47,9
2016-01-02,Exchange,Bryson Tiller,48,53,48,8
2016-01-02,Cheerleader,OMI,49,43,1,35
2016-01-02,Drag Me Down,One Direction,50,46,3,20
2016-01-02,My House,Flo Rida,51,55,51,6
2016-01-02,Hit The Quan,iLoveMemphis,52,45,15,18
2016-01-02,Back Up,DeJ Loaf Featuring Big Sean,53,49,47,11
2016-01-02,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,54,57,22,6
2016-01-02,When We Were Young,Adele,55,78,22,4
2016-01-02,Burning House,Emily Ann Roberts,56,,56,1
2016-01-02,Down In The DM,Yo Gotti Featuring Nicki Minaj,57,68,57,3
2016-01-02,Stay A Little Longer,Brothers Osborne,58,59,58,11
2016-01-02,I'll Show You,Justin Bieber,59,51,19,7
2016-01-02,One Call Away,Charlie Puth,60,75,60,3
2016-01-02,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,61,67,61,4
2016-01-02,Hands To Myself,Selena Gomez,62,77,62,2
2016-01-02,Gonna,Blake Shelton,63,54,54,14
2016-01-02,Back To Sleep,Chris Brown,64,,64,1
2016-01-02,The Fix,Nelly Featuring Jeremih,65,62,62,12
2016-01-02,Gonna Know We Were Here,Jason Aldean,66,65,62,10
2016-01-02,Used To Love You,Gwen Stefani,67,56,52,5
2016-01-02,Do It Like Me,DLOW,68,60,45,6
2016-01-02,You Should Be Here,Cole Swindell,69,,69,1
2016-01-02,Big Rings,Drake & Future,70,64,52,13
2016-01-02,I Got The Boy,Jana Kramer,71,71,71,10
2016-01-02,Climb Every Mountain,Jordan Smith,72,,72,1
2016-01-02,I Love This Life,LOCASH,73,74,73,8
2016-01-02,Back To Back,Drake,74,66,21,20
2016-01-02,Lay It All On Me,Rudimental Featuring Ed Sheeran,75,58,48,11
2016-01-02,Top Of The World,Tim McGraw,76,73,73,10
2016-01-02,Stand By You,Rachel Platten,77,61,61,5
2016-01-02,Best Friend,Young Thug,78,72,72,4
2016-01-02,Irresistible,Fall Out Boy,79,84,77,5
2016-01-02,New Americana,Halsey,80,82,80,12
2016-01-02,$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,81,87,71,8
2016-01-02,The Feeling,Justin Bieber Featuring Halsey,82,70,31,5
2016-01-02,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,83,81,63,14
2016-01-02,Come Get Her,Rae Sremmurd,84,79,56,14
2016-01-02,Nothin' Like You,Dan + Shay,85,69,51,19
2016-01-02,Good To Be Alive (Hallelujah),Andy Grammer,86,,86,1
2016-01-02,Dibs,Kelsea Ballerini,87,86,86,7
2016-01-02,Strip It Down,Luke Bryan,88,80,30,20
2016-01-02,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",89,76,12,17
2016-01-02,God Only Knows,Jordan Smith & Adam Levine,90,,90,1
2016-01-02,Backroad Song,Granger Smith,91,93,91,2
2016-01-02,Dessert,Dawin,92,89,89,2
2016-01-02,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,93,92,84,7
2016-01-02,Right Hand,Drake,94,88,58,14
2016-01-02,Sorry Not Sorry,Bryson Tiller,95,,95,1
2016-01-02,Beautiful Drug,Zac Brown Band,96,100,95,4
2016-01-02,Smoke Break,Carrie Underwood,97,83,43,17
2016-01-02,Hollow,Tori Kelly,98,,98,1
2016-01-02,Somebody To Love,Jordan Smith,99,21,21,2
2016-01-02,Purpose,Justin Bieber,100,85,43,5
2016-01-09,Hello,Adele,1,1,1,9
2016-01-09,Sorry,Justin Bieber,2,2,2,9
2016-01-09,Love Yourself,Justin Bieber,3,4,3,6
2016-01-09,Hotline Bling,Drake,4,3,2,21
2016-01-09,What Do You Mean?,Justin Bieber,5,5,1,17
2016-01-09,Same Old Love,Selena Gomez,6,6,6,15
2016-01-09,Here,Alessia Cara,7,8,7,21
2016-01-09,Stitches,Shawn Mendes,8,9,4,31
2016-01-09,The Hills,The Weeknd,9,7,1,31
2016-01-09,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,10,10,8,25
2016-01-09,All I Want For Christmas Is You,Mariah Carey,11,18,11,14
2016-01-09,Jumpman,Drake & Future,12,13,12,14
2016-01-09,Stressed Out,twenty one pilots,13,19,13,14
2016-01-09,679,Fetty Wap Featuring Remy Boyz,14,11,4,26
2016-01-09,In The Night,The Weeknd,15,12,12,7
2016-01-09,Antidote,Travis Scott,16,16,16,16
2016-01-09,On My Mind,Ellie Goulding,17,14,13,14
2016-01-09,Don't,Bryson Tiller,18,20,18,13
2016-01-09,Watch Me,Silento,19,27,3,44
2016-01-09,Roses,The Chainsmokers Featuring Rozes,20,26,20,10
2016-01-09,Can't Feel My Face,The Weeknd,21,15,1,29
2016-01-09,Wildest Dreams,Taylor Swift,22,23,5,18
2016-01-09,Ex's & Oh's,Elle King,23,17,10,25
2016-01-09,White Iverson,Post Malone,24,22,22,16
2016-01-09,Die A Happy Man,Thomas Rhett,25,21,21,14
2016-01-09,Say It,Tory Lanez,26,28,26,10
2016-01-09,Confident,Demi Lovato,27,30,21,12
2016-01-09,Lean On,Major Lazer & DJ Snake Featuring MO,28,25,4,38
2016-01-09,Trap Queen,Fetty Wap,29,31,2,49
2016-01-09,Rockin' Around The Christmas Tree,Brenda Lee,30,38,14,15
2016-01-09,Perfect,One Direction,31,32,10,10
2016-01-09,Break Up In A Small Town,Sam Hunt,32,34,32,12
2016-01-09,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,33,46,33,6
2016-01-09,Hit The Quan,iLoveMemphis,34,52,15,19
2016-01-09,Focus,Ariana Grande,35,33,7,8
2016-01-09,"Me, Myself & I",G-Eazy x Bebe Rexha,36,40,36,8
2016-01-09,My House,Flo Rida,37,51,37,7
2016-01-09,The Christmas Song (Merry Christmas To You),Nat King Cole,38,,38,7
2016-01-09,Hands To Myself,Selena Gomez,39,62,39,3
2016-01-09,No Role Modelz,J. Cole,40,36,36,19
2016-01-09,See You Again,Wiz Khalifa Featuring Charlie Puth,41,42,1,42
2016-01-09,Hide Away,Daya,42,41,41,14
2016-01-09,Cake By The Ocean,DNCE,43,47,43,10
2016-01-09,Again,Fetty Wap,44,45,33,20
2016-01-09,Where Ya At,Future Featuring Drake,45,35,28,23
2016-01-09,Locked Away,R. City Featuring Adam Levine,46,37,6,23
2016-01-09,Jingle Bell Rock,Bobby Helms,47,,35,16
2016-01-09,Do It Like Me,DLOW,48,68,45,7
2016-01-09,Where Are U Now,Skrillex & Diplo With Justin Bieber,49,39,8,43
2016-01-09,Burning House,Cam,50,29,29,24
2016-01-09,Exchange,Bryson Tiller,51,48,48,9
2016-01-09,Down In The DM,Yo Gotti Featuring Nicki Minaj,52,57,52,4
2016-01-09,Back To Sleep,Chris Brown,53,64,53,2
2016-01-09,When We Were Young,Adele,54,55,22,5
2016-01-09,Adventure Of A Lifetime,Coldplay,55,44,39,7
2016-01-09,Back Up,DeJ Loaf Featuring Big Sean,56,53,47,12
2016-01-09,One Call Away,Charlie Puth,57,60,57,4
2016-01-09,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,58,54,22,7
2016-01-09,I'll Show You,Justin Bieber,59,59,19,8
2016-01-09,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,60,61,60,5
2016-01-09,Big Rings,Drake & Future,61,70,52,14
2016-01-09,The Fix,Nelly Featuring Jeremih,62,65,62,13
2016-01-09,Best Friend,Young Thug,63,78,63,5
2016-01-09,Stay A Little Longer,Brothers Osborne,64,58,58,12
2016-01-09,Gonna Know We Were Here,Jason Aldean,65,66,62,11
2016-01-09,Stand By You,Rachel Platten,66,77,61,6
2016-01-09,Used To Love You,Gwen Stefani,67,67,52,6
2016-01-09,Irresistible,Fall Out Boy,68,79,68,6
2016-01-09,I Got The Boy,Jana Kramer,69,71,69,11
2016-01-09,I Love This Life,LOCASH,70,73,70,9
2016-01-09,New Americana,Halsey,71,80,71,13
2016-01-09,You Should Be Here,Cole Swindell,72,69,69,2
2016-01-09,$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,73,81,71,9
2016-01-09,Gonna,Blake Shelton,74,63,54,15
2016-01-09,Dessert,Dawin,75,92,75,3
2016-01-09,Come Get Her,Rae Sremmurd,76,84,56,15
2016-01-09,Liquor,Chris Brown,77,,60,16
2016-01-09,Lay It All On Me,Rudimental Featuring Ed Sheeran,78,75,48,12
2016-01-09,Right Hand,Drake,79,94,58,15
2016-01-09,Zero,Chris Brown,80,,80,1
2016-01-09,Hallelujah,Lindsey Stirling,81,,81,1
2016-01-09,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",82,89,12,18
2016-01-09,Good To Be Alive (Hallelujah),Andy Grammer,83,86,83,2
2016-01-09,The Feeling,Justin Bieber Featuring Halsey,84,82,31,6
2016-01-09,Top Of The World,Tim McGraw,85,76,73,11
2016-01-09,RGF Island,Fetty Wap,86,,57,11
2016-01-09,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,87,83,63,15
2016-01-09,Backroad Song,Granger Smith,88,91,88,3
2016-01-09,Ginza,J Balvin,89,,84,12
2016-01-09,Sorry Not Sorry,Bryson Tiller,90,95,90,2
2016-01-09,Little More (Royalty),Chris Brown,91,,91,1
2016-01-09,Beautiful Drug,Zac Brown Band,92,96,92,5
2016-01-09,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,93,93,84,8
2016-01-09,Really Really,Kevin Gates,94,,94,1
2016-01-09,Purpose,Justin Bieber,95,100,43,6
2016-01-09,Hollow,Tori Kelly,96,98,96,2
2016-01-09,Dibs,Kelsea Ballerini,97,87,86,8
2016-01-09,Let It Go,James Bay,98,,98,1
2016-01-09,Stick Talk,Future,99,,99,1
2016-01-09,Get Ugly,Jason Derulo,100,,100,1
2016-01-16,Hello,Adele,1,1,1,10
2016-01-16,Sorry,Justin Bieber,2,2,2,10
2016-01-16,Love Yourself,Justin Bieber,3,3,3,7
2016-01-16,Hotline Bling,Drake,4,4,2,22
2016-01-16,What Do You Mean?,Justin Bieber,5,5,1,18
2016-01-16,Stitches,Shawn Mendes,6,8,4,32
2016-01-16,Same Old Love,Selena Gomez,7,6,6,16
2016-01-16,Here,Alessia Cara,8,7,7,22
2016-01-16,Stressed Out,twenty one pilots,9,13,9,15
2016-01-16,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,10,10,8,26
2016-01-16,The Hills,The Weeknd,11,9,1,32
2016-01-16,679,Fetty Wap Featuring Remy Boyz,12,14,4,27
2016-01-16,Jumpman,Drake & Future,13,12,12,15
2016-01-16,Ex's & Oh's,Elle King,14,23,10,26
2016-01-16,White Iverson,Post Malone,15,24,15,17
2016-01-16,On My Mind,Ellie Goulding,16,17,13,15
2016-01-16,Antidote,Travis Scott,17,16,16,17
2016-01-16,Wildest Dreams,Taylor Swift,18,22,5,19
2016-01-16,Watch Me,Silento,19,19,3,45
2016-01-16,In The Night,The Weeknd,20,15,12,8
2016-01-16,Don't,Bryson Tiller,21,18,18,14
2016-01-16,Roses,The Chainsmokers Featuring Rozes,22,20,20,11
2016-01-16,Confident,Demi Lovato,23,27,21,13
2016-01-16,Can't Feel My Face,The Weeknd,24,21,1,30
2016-01-16,Die A Happy Man,Thomas Rhett,25,25,21,15
2016-01-16,Perfect,One Direction,26,31,10,11
2016-01-16,Trap Queen,Fetty Wap,27,29,2,50
2016-01-16,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,28,33,28,7
2016-01-16,Break Up In A Small Town,Sam Hunt,29,32,29,13
2016-01-16,See You Again,Wiz Khalifa Featuring Charlie Puth,30,41,1,43
2016-01-16,Hide Away,Daya,31,42,31,15
2016-01-16,Say It,Tory Lanez,32,26,26,11
2016-01-16,Lean On,Major Lazer & DJ Snake Featuring MO,33,28,4,39
2016-01-16,My House,Flo Rida,34,37,34,8
2016-01-16,"Me, Myself & I",G-Eazy x Bebe Rexha,35,36,35,9
2016-01-16,One Call Away,Charlie Puth,36,57,36,5
