updateDt,title,source,translated,remove_stopword,lemmatization
2019-03-27 00:00:00+00:00,"`아레나` 실소유주 구속, 4년간 162억 탈세혐의",ko,"""Arena"" Deduction for 4 years and 162 billion deduction","`` Hanjak Show '' win `` Good Song , Boy Scouts '' `` Laughing Smile ''",` ` Arena '' deduction 4 year 162 billion deduction
2019-03-28 00:00:00+00:00,"승리 미용실 원장 “경찰 조사 전 메이크업은 했지만, 색조화장은 NO”",ko,"WIN BEAUTY SALON LEDGER “BEFORE INSPECTION, MAKEUP WAS, BUT THE SHADE SHEET NO”","“ Hansukki Show ” wins , said Russian government , “ I listen broadcast year song ”","win beauty salon ledger "" before inspection , MAKEUP be , but the SHADE SHEET no """
2019-03-28 00:00:00+00:00,‘승리 아오리라멘’ 점주들 손해 배상 가능할까,ko,“Ariella Men” Can be exempt from stocks,"[ TOK-TV ] 'HANWHA SHOW ' RUSSIAN SIDE , THE HAETNEUNDEYO OF THE WINNER",""" Ariella Men "" can exempt stock"
2019-03-28 00:00:00+00:00,"[속보] 경찰 ""승리, 불법촬영물 유포혐의 추가 입건""",ko,"[Program] Police ""Exclusive mouths of illegal shooting""","'Hansang Show ' wins , Lee Gyeonggyu-hwan 'Gangho-dong ' wins reversible",[ Program ] Police ` ` exclusive mouth illegal shooting ''
2019-03-28 00:00:00+00:00,"[속보]경찰 ""빅뱅 승리, 불법촬영물 유포혐의 추가 입건""",ko,"[Program]Kyung Cheol ""Bik Bang Win, An Additional Claim for illegal shooting""",'Las ' Yong Joon-myeon `` I 'm funny real adult ',"[ Program ] Kyung Cheol ` ` Bik Bang Win , an Additional Claim illegal shooting ''"
2019-03-28 00:00:00+00:00,"경찰 ""빅뱅 승리, 불법촬영물 유포혐의 추가 입건""(속보)",ko,"Police ""Big Bang Wins, Addition of illegal photographs"" (Program)","‘ Kang-Soon ’ wins , smiling two shots revealed “ Will win ”","Police ` ` Big Bang Wins , addition illegal photograph '' ( Program )"
2019-03-28 00:00:00+00:00,"‘승리 아오리라멘’ 점주들, 손해배상 가능할까",ko,"“Ariella Men’s Secrets”, Can You Defeat Damage","'Hansang Show ' wins , tasting Russia humiliating BIGBANG hit song",""" Ariella Men ' Secrets "" , can you defeat damage"
2019-03-29 00:00:00+00:00,"“데니안 창업 참여했던 샴페인바, 무대 갖추고도 일반음식점”",ko,"“The Champagne bar, which was founded in Denian, is also equipped with a stage”",‘ YG ELECTRONICS ’ WINX SONNA IS A DOT SHOT ” WHAT IS THE DOT ? NEWS,""" the Champagne bar , found Denian , also equip stage """
2019-03-30 00:00:00+00:00,"아레나 실소유주, 세무 조사 무마 의혹 경찰 ""확인 중""",ko,"Alena Silsoju, Semyun investigation Muma hump police ""of confirmation""","“ Seoul Mate ” Guhara , “ Kyoto Host ” , “ Kyoto Host ”","Police , Arena Silso - no - yu - no - yu - no - yu check - in lobby hump investigation"
2019-03-30 00:00:00+00:00,"클럽 아레나, 전 세무서장에 금품 건네 ‘세무조사 무마’ 의혹",ko,"Club Alena, a treasure trove in the former Smuggler’s ‘Smuggler’","`` DO N'T MISS '' ... WINLEY , LEE GYEONGGYU X RIVER LAKE AND HAN ELEPHANT SHOW","Police , Alessa Semu investigation Muma lobby Semu - seo - gu"
2019-03-30 00:00:00+00:00,"경찰, 아레나 세무조사 무마 로비에 前 세무서장 관여 의혹 수사",ko,"Police, Alessa Semu investigation Muma lobby before Semu-seo-gu","‘ Seoul Mate ’ Guhara , 2 nights 3 days Sensmann ’ tour","Police , Alessa Semu survey mosquito involve mosquito lobby"
2019-03-30 00:00:00+00:00,"경찰, '아레나 세무조사 무마' 의혹에 前 강남세무서장 참고인 수사",ko,"The police, 'Arena Semu investigation Muma', and the former Kang Semu-seo-gu","BIGBANG WINS , ‘ HANSANG SHOW ’ CEO OF RUSSIA “ MARKET SURVEY DIMENSION ”","Club Alena , treasure trove former Smuggler ' ' smuggler '"
2019-03-30 00:00:00+00:00,"경찰, 아레나 세무조사 무마 로비에 전 세무서장 관여 의혹 수사",ko,"Police, Alessa Semu survey of the mosquitoes involved in the mosquitoes lobby","'Hansang Show ' Big Bang Wins , Ministry Trade , Industry Energy '","Alena Silsoju , Semyun investigation Muma hump police ` ` confirmation ''"
2019-03-30 00:00:00+00:00,"경찰, 아레나 실소유주 세무조사 로비 의혹 조사",ko,"Police, Arena Silso-no-yu-no-yu-no-yu check-in lobby hump investigation","Wannawon Kangdaniel , No . 1 private brand reputable Boy Group .. No . 2 Huong-woo-3","the police , ' Arena Semu investigation Muma ' , former Kang Semu - seo - gu"
2019-03-31 00:00:00+00:00,아레나 ‘세무조사 무마’ 로비 정황 前세무서장 소환,ko,Aurena 'Semu-Cheol Mama' lobby Jeong Hwang Former President So-hwan,"“ Seoul Mate ” Guhara , “ Sen ’ Bay ” , “ Sen ’ Bay ” , etc",Aurena ' Semu - Cheol Mama ' lobby Jeong Hwang former President So - hwan
2019-04-01 00:00:00+00:00,"[마켓인사이트]'엔터왕국' 명성으로 3000억 모집...YG엔터, 본업은 투자회사?",ko,"[MARKET INSIGHT] ‘ENTER KING’ IS A REPUTATION FOR $300 BILLION RECRUITMENT...YG ENTERTAINMENT, IS THIS AN INVESTMENT COMPANY?",Wannawon Kangdaniel ranked No . 1 private brand April ... Keywords # Advertisement Futon Star Live,"[ market insight ] ' enter KING ' be a reputation for $ 300 billion RECRUITMENT ... YG ENTERTAINMENT , be this AN INVESTMENT company ?"
2019-04-01 00:00:00+00:00,"버닝썬 '경찰총장', 승리에게서 빅뱅 공연 티켓 3장 받았다",ko,Winner of the BIGBANG performance ticket from the winning ‘Kyung Chang’,"Wannawon Kangdaniel , Boy Group personal brand reputation 1st place ... 2nd place , 3rd place",Winner BIGBANG performance ticket win ' Kyung Chang '
2019-04-01 00:00:00+00:00,"승리, 성접대 일부 사실 확인 경찰 ""횡령-김영란법 위반 추가 입건""",ko,"Victory, the Holy Land Partially Verified Police ""Animal-Kim Young Law Violation Additional Claim""","Wannawon , April Voice Group Brand Pleasure Kangdaniel Hu Sungwoo Park Jihun","victory , Holy Land Partially Verified Police ` ` Animal - Kim Young Law violation Additional Claim ''"
2019-04-01 00:00:00+00:00,"버닝썬 '경찰총장', 승리 콘서트 티켓 받아 김영란법 입건",ko,"Kim Yeong-ran's 'Kyung Cheol', Win Concert Ticket",[ SW ISH ] NOW I ’ M GOING TO BE THE GOLDEN AGE,"Kim Yeong - run 's ' Kyung Cheol ' , Win Concert Ticket"
2019-04-02 00:00:00+00:00,"警 ""승리 등 성접대 정황 일부 사실로 확인""",ko,"""Identify the facts of the suspiciousness of the suspiciousness""","Choi Jiwoo , Big Bang win shining friend shot",` ` identify fact suspiciousness suspiciousness ''
2019-04-02 00:00:00+00:00,경찰 “승리 성접대 일부 확인” 몽키뮤지엄 횡령도 입건,ko,Police “Sailure Strategies Some Make” Monky Museum,Do chance win BIGBANG past ?,"Police "" Sailure strategy some make "" Monky Museum"
2019-04-02 00:00:00+00:00,"고준희, 승리 구설수 여파? ""드라마 '퍼퓸' 하차하지만 수치스럽고 참담"" 심경 토로",ko,"Do you have any questions? ""Drama 'Foot' Get off, but Scenic and Tuna"" Psychic","BIGBANG TOP `` Because age threefolds , brothers fisted ''","do question ? ` ` Drama ' Foot ' get , Scenic Tuna '' Psychic"
2019-04-02 00:00:00+00:00,"승리, 술집 현금 빼돌린 정황 필리핀 생일파티에 쓰였나",ko,"Wins, Saloon Cash Desserts Philippine Birthday Party","WIN , YG E-PROMOTION `` TODAY 'S TIME TO WAIT UNTIL THE NEXT BIG DEAL OF THE NETFLIX ''","win , Saloon Cash Desserts Philippine Birthday Party"
2019-04-02 00:00:00+00:00,[단독] '범죄 온상' 아레나가 '명품건전클럽'? 구청서 홍보 지원,ko,[Individual] 'Promotional On Award' Arena 'Promotional Exhibition Club'? Support for Public Relations,[ AN EXAMPLE IS A RADAR ] WHAT IS A RADAR ? LOVER B CARE BECAUSE OF OTHERS,[ individual ] ' promotional on Award ' Arena ' Promotional Exhibition Club ' ? Support Public Relations
2019-04-03 00:00:00+00:00,강남 클럽 아레나 실소유주 검찰 송치 경리 등은 추가 수사,ko,Gangnam Club Arena Scenic Scenic Scenic Scenic Scenic Scenic,BIGBANG Winning operation club sold billion champagne-peace set,' 16 billion deceased ' Alena Siso - no - yu cast
2019-04-03 00:00:00+00:00,"황하나-승리, 한 몸통 두얼굴",ko,Goddess - Goddess,"BIGBANG Victory Club , sold ‘ Mansir Set ’",Goddess - Goddess
2019-04-03 00:00:00+00:00,"[단독] 승리, 대포통장까지 동원해 버닝썬 수천만원 횡령 정황",ko,"[Individual] Win, Wonhae Burning Sun to the Daepo-kuk",[ AN EXAMPLE IS A RADAR ] WHAT IS A RADAR ? LOVER B CARE BECAUSE OF OTHERS,Gangnam Club Arena scenic scenic scenic scenic scenic scenic
2019-04-03 00:00:00+00:00,'162억 탈세' 아레나 실소유주 검찰 송치,ko,'16 billion deceased' Alena Siso-no-yu cast,BIGBANG Win Club KRW 1 billion Yangju set sold,"[ Individual ] Win , Wonhae burn Sun Daepo - kuk"
2019-04-04 00:00:00+00:00,[연예부 기자들] 승리 클럽 버닝썬 취재기 들어보니...,ko,[Articles] Win Club Burning Sun...,[ ESC ] DO YOU KNOW ‘ LANGUAGE HEALING ’ ?,""" Linsamo husband Taiwan gambling organization giant "" burn Sun Susuk thrill overseas"
2019-04-04 00:00:00+00:00,"삼합회 린사모, 버닝썬 투자 의혹에 경찰 中 공안에 수사 협조 요청",ko,"Samuel Rinsamo, requesting investigation in police 中 Corps in the burning sun investment",‘ CALTO SHOW ’ EXID HYE-LIN ’ “ CALTO SHINGI YUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN,[ Articles ] Win Club burn Sun ...
2019-04-05 00:00:00+00:00,“린사모 남편은 대만 도박조직 거물” 버닝썬 수사 해외로 번진 내막,ko,“Linsamo husband is a Taiwan gambling organization giant” Burning Sun Susuk has been thrilled overseas,"[ DO N'T READ ] SHUJU DONGHAE X IS A SPECIAL FEATURE STARRING IN RUSSIA , 'HANSANG SHOW '","Samuel Rinsamo , request investigation police 中 Corps burn sun investment"
2019-04-08 00:00:00+00:00,"법알못 마약 투약 황하나 ""잠든 사이 강제로 당했다"" 사실이라면 처벌은?",ko,Do you have a penalties? Do you have a penalties?,"BIGBANG wins , DUBAI WALKER album promotion “ Happy Blossom Gaza ”",do penalty ? do penalty ?
2019-04-09 00:00:00+00:00,"황하나, 마약 파문 확산 언급한 연예인은 누구? 남양유업 ""강력 처벌 요청""",ko,"Who are celebrity mentioning the prohibition of the drug parsing? Namyang Petroleum ""Strength Punishment Request""","‘ Hansuk-Sho ’ side “ Big Bang Win , Russian side appeared April broadcast ” ( official )",who celebrity mention prohibition drug parse ? Namyang Petroleum ` ` Strength Punishment request ''
2019-04-11 00:00:00+00:00,"승리 경찰복 논란, 무혐의 결론 “의상업체서 돈 내고 빌려”",ko,"Win police uniforms commentary, the conclusion of disappropriate “the winner money bet and borrow”","Interpark Tour , Spring Flower Attractions Nearby Attractions","win police uniform commentary , conclusion disappropriate "" winner money bet borrow """
2019-04-11 00:00:00+00:00,"경찰 “승리 경찰제복, 경찰 연관성 없어 사법처리도 하지 않을 방침”",ko,"Police ""Actual Police Uniforms, Police Stationary Service""","[ Individual ] Victory , 'Hansukuri Show ' Russian Feature appeared ... Individualization Mighty","Police ` ` actual Police Uniforms , Police Stationary Service ''"
2019-04-14 00:00:00+00:00,'승리 생일파티' 유흥업소 여성과 남성간 성관계 그날밤 필리핀에선 무슨일이?,ko,"""Winner Birthday Party"" What is the day of the relationship between women and men?","Interpark Tour , Japan ’ Spring Flower Tour",` ` Winner Birthday Party '' what day relationship woman man ?
2019-04-15 00:00:00+00:00,두번 골프 쳤다던 '경찰총장' 조사해보니 골프 접대 4번,ko,The Grand Prix of the Grand Prix of the Grand Prix of the Grand Prix of the Grand Prix,"Interpark Tour , Spring Flower Attractions Nearby Attractions",the Grand Prix Grand Prix Grand Prix Grand Prix Grand Prix
2019-04-18 00:00:00+00:00,"마약 혐의 버닝썬 애나, 승리와 어떤 관계? 셀카 찍으며 친분 과시",ko,"What relationship with the drug Anaae, Win? pov, pov","`` The Suyo Mi Ceremony '' wins , true squeeze ? `` Squid , like , ''","what relationship drug Anaae , Win ? pov , pov"
2019-04-24 00:00:00+00:00,"승리, 경찰서 '10시간 비공개 조사'...성매매 알선-횡령 혐의 밝혀질까?[SS이슈]",ko,"WIN, POLICE STATION '10 HOUR PRIVATE INVESTIGATION'...CROSSING ALTERNATOR - ANONYMOUS?[SS YISHU]",‘ RADIO STAR ’ WIN X WARNER ONE SUN YAT KEMPINARY NO . 1,"WIN , police station ' 10 hour private investigation ' ... cross ALTERNATOR - ANONYMOUS ? [ SS YISHU ]"
2019-04-24 00:00:00+00:00,"승리, 경찰서 '10시간 비공개 조사'...성매매 알선-횡령 혐의 밝혀질까?",ko,"Win, Police Station '10 hour private investigation'...Crossing Alternator - Anonymous?","Installation art works hotel , gallery , lobby , etc",[ Female Swab ] Foreign Ministers Republic Korea Holy Heelong Goseong Body
2019-04-25 00:00:00+00:00,[팔면봉] 농성 막말 고성 몸싸움에 성희롱까지 부끄러운 國會 외,ko,[Female Swab] Foreign Ministers of the Republic of Korea to the Holy Heelong in the Goseong Body,"SBS SIDE “ BIG BANG WIN , ‘ ROMANS PACKAGE ’ SPECIAL MC APPEARED ”","Win , Police Station ' 10 hour private investigation ' ... Crossing Alternator - Anonymous ?"
2019-04-25 00:00:00+00:00,"승리, 팔라완 유흥업소女 동원해준 40대에 1500만원 건네",ko,"Win, Palawan Youth Center Dongwon Hyeonjun 40 units KRW 1,500",[ ‘ NAMJASANDA ’ 5TH ANNIVERSARY 1 ] NO SPECIAL FEATURE IS THE PRESENCE OF OK SIGNBOARD OBSERVATION,"Win , Palawan Youth Center Dongwon Hyeonjun 40 unit KRW 1,500"
2019-04-28 00:00:00+00:00,"'아레나' 실소유주 ""긴급체포 결박 과해"" 인권위 진정",ko,"""Arena"" silhouette ""Hairy Blast Strap"" stolen",[ fn★British Table ] ‘ Hansukuri Show ’ H.O.T . There ’ ‘ Bearing ’,bigbang win ' no '
2019-04-29 00:00:00+00:00,"​경찰, 이번 주 내 빅뱅 승리 등 영장 신청...유인석 대표도",ko,"Police, Big Bang win in this week, etc",“ Radio Star ” 723 people country Chungcheong Province ”,"[ SPECIFICATION ] yg , shine SUN YANGHYEON seok , ETC"
2019-04-30 00:00:00+00:00,이준석 “국민청원 베트남 트래픽 급증” 전문가 “문제 없어”,ko,Lee Jun-suk “National Citizen’s Vietnam Traffic Revenue” Expert “No Problem”,‘ Las ’ Reong-woo ’ “ Gangdaniel romance ‘ Ebri Time ’ part call play ”,YG Entertainment ' ' hollock ' vs . right Hand & a ' advanced '
2019-05-02 00:00:00+00:00,"승리, 이번엔 '버닝썬 관련 2억 횡령' 혐의로 경찰 조사中",ko,"Win, this year's ""Bunning Sun related 2 billion grabs"" illegal police investigation","Kangdaniel , Senior Vice President , B.S. , Senior Vice President , B.S","yg YANG HYUN - SUK CHOI , the police ` ` I will judge if you come out of BROADCASTING ''"
2019-05-05 00:00:00+00:00,"버닝썬 화장품 논란, 돌고 돌아 다시 승리? “승리, JM솔루션 관계사 대표”",ko,"WILL BURNING SUN COSMETICS RUMBLE, TURN BACK? JM SOLUTION CO., LTD","“ Radio Star ” Kangdaniel “ Produs 101 ” Challenge Black Goshi , Cyber University ”","yg ` ` sang HYUN - SUK CHOIR 'S CHEER , true ... I ' M AN invitation to the CHEER ''"
2019-05-10 00:00:00+00:00,"'성매매 성접대 횡령 등 혐의' 빅뱅 승리, 14일 영장실질심사",ko,"'Professor' Big Bang win, 14 days Young Jang Hye",`` Radio Star '' Warner member broadcaster announcer `` Do show '',' MEMBERSHIP for MAN ' and BTS AT the same TIME
2019-05-13 00:00:00+00:00,"클럽 '아레나' 실소유주, 160억원 탈세 혐의 부인",ko,Club 'Arena' Deceased Deceased Deceased Deceased,"'Radio Star ' Wins , Was Warner 's Event Preliminary ? `` Second Jungsan '' advice `` Second Road ''",Kim Sang - ri 's reaction big bank win Gyung - joo Kim ` ` it seem like country ''
2019-05-13 00:00:00+00:00,"아레나 실소유주 ""지분 투자자에 불과"" '100억대 탈세' 부인",ko,"Alena Silso-no-Yuzhou ""only just a quarter investor"" 100 million deductions",“ Radio Star ” Warnerwon Advocacy “ Find home settlement ” 1 Million KRW,BTS ' idol ' and ' MEMBERSHIP ' be the distance to CRY out
2019-05-14 00:00:00+00:00,빅뱅 승리 영장심사 출석,ko,Big Bang Wins Young Leader Attendance,[ SECURE NOW ] ‘ RADIO STAR ’ BIGBANG VICTORY WARNER-WON PERFORMANCE,"win ... "" wet ' money ? after , ' like gadget """
2019-05-14 00:00:00+00:00,빅뱅 승리 구속 기로,ko,BIGBANG wins,[ ISHIGAKI SPORTS HOT NEWS ] JANG JI-DAM CJ YMC WARNERWON LEE TAE-JIN 'HANSUK-SHO ' TONYAN KANGTA 'SALIMNAM 2 ' RYUPIL ♥ MINA ETC,"[ SW ISH ] VICTORY , SUPERVISOR of the NEW YEAR ' S DAY at the TOP idol"
2019-05-14 00:00:00+00:00,빅뱅 승리 ‘할 말 없어요’,ko,BIGBANG Wins ‘No’,[ YREVIEW ] `` THE VICTORY OF THE EXHIBITION '' `` LASS '' BIGBANG MONAM 13-YEAR-OLD,club ' Arena ' Deceased Deceased Deceased Deceased
2019-05-14 00:00:00+00:00,"[SW이슈] 승리, 톱 아이돌에서 포승줄 신세 추락 구속 여부 초관심",ko,"[SW ISH] VICTORY, SUPERVISOR OF THE NEW YEAR’S DAY AT THE TOP IDOL","'Las ' Warnerwon Kangdaniel ' Yabandoju Co. , Ltd . Schedule",bigbang win
2019-05-14 00:00:00+00:00,"승리 포승줄...누리꾼 일침 ""승츠비? 결국 개츠비처럼 몰락""",ko,"Winning... “Wet’s money? After all, it’s like a gadget”","Lee Seong-woo ’ ‘ Ebri Time ’ ‘ He Seong-si ’ Kangdaniel , members JDRAGON",Big Bang win Young Leader Attendance
2019-05-15 00:00:00+00:00,"빅뱅 승리 구속영장 기각에 김상교 반응 ""나라가 없어진 것 같다""",ko,"Kim Sang-ri's reaction to the big bank wins Gyung-joo Kim ""It seems like no country""",The first stage broadcasting accident Warnerwon Kangdaniel Advocacy `` customized first settlement '',Alena Silso - no - yuzhou ` ` quarter investor '' 100 million deduction
2019-05-16 00:00:00+00:00,BTS '아이돌'과 '임을 위한 행진곡'이 나란히 울리는 거리,ko,BTS ‘IDOL’ AND ‘MEMBERSHIP’ ARE THE DISTANCE TO CRY OUT,"'Ladio Star ' win , Kangdaniel Advised Min Woo Park , `` Not see settlement ''","' Professor ' Big Bang win , 14 day Young Jang Hye"
2019-05-17 00:00:00+00:00,‘임을 위한 행진곡’과 BTS가 동시에 울려 퍼지는 거리,ko,‘MEMBERSHIP FOR MAN’ AND BTS AT THE SAME TIME,"[ M+TV FLASH RATE ] ‘ RADIO STAR ’ , WINXPOWER EFFECTS TOTO TOP 7.6 % RECORD","will burn SUN COSMETICS RUMBLE , turn back ? JM SOLUTION CO . , LTD"
2019-05-27 00:00:00+00:00,"YG ""양현석 성접대 의혹, 사실 아냐...지인 초청으로 동석만""",ko,"YG ""SANG HYUN-SUK CHOIR'S CHEER, TRUE...I'M AN INVITATION TO THE CHEER""",‘ 2018MotorMuseum Festa ’ 22-day ticket open cheap win elephant,"win , year 's ` ` bunne Sun relate 2 billion grab '' illegal police investigation"
2019-05-27 00:00:00+00:00,"YG 양현석 성접대 의혹  경찰 ""방송 나오면 판단하겠다""",ko,"YG YANG HYUN-SUK CHOI, THE POLICE ""I WILL JUDGE IF YOU COME OUT OF BROADCASTING""","‘ SUGAMAN 2 ’ WALKERWON , TV LAUNCHER NO . 1 , NO . 2 , NO . 3 , SUIMIN PARKVIEW","Lee Jun - suk "" National Citizen ' Vietnam Traffic Revenue "" Expert "" No Problem """
2019-05-27 00:00:00+00:00,연예 마켓+ㅣYG엔터테인먼트 '폭락' vs 바른손이앤에이 '급등' 엇갈린 엔터株,ko,YG Entertainment’s ‘Hollock’ vs. Right Hand & A ‘Advanced’,"' X-RELATED SEARCH ' , THE LARGEST TRIAL OF THE DR. KANGDANIEL , WHO WALKED ONLY THE FLOWER ROAD","Police , Big Bang win week , etc"
2019-05-28 00:00:00+00:00,"[종목썰쩐]YG, 버닝썬 양현석 성접대 등 스캔들에 가려진 본업 성장",ko,"[SPECIFICATION] YG, SHINING SUN YANGHYEON SEOK, ETC",‘ Motor Music Festival ’ ticket opens May 5-6,` ` Arena '' silhouette ` ` Hairy Blast Strap '' steal
2019-05-30 00:00:00+00:00,'소속사가 안티' 이하이 전소미 악뮤 트레저13 'YG리스크' 괜찮을까?[SS뮤직],ko,"IS IT OK TO ""YG RISK"" OR ""YG RISK""?[ SS MUSIC","‘ Radio Star ’ Kangdaniel , cute look like rabbit ‘ Arikyo Nana~ ’",' icon ' leader Vii drug suspend team
2019-06-03 00:00:00+00:00,"클럽 ‘아레나’ 실소유주, 영업장부 텔레그램 등 증거 채택 ‘거부’ 드러나",ko,"‘Arena’, ‘Arena’, ‘Arena’, ‘Arena’, ‘Arena’, ‘Arena’, ‘Arena’, ‘Arena’, ‘Arena’, ‘Arena’, ‘Arena’, ‘Arena’",`` Wannawon Broadcasting '' broadcast radio star broadcasting top right today ( 21 days ),"be it possible to go to ZODIAC , TOP , YANGSHUO , KUSH EAR ICON ? yg KOREA"
2019-06-04 00:00:00+00:00,'보이콧-퇴출-지지철회'...K팝 팬의 새로운 대화 창구 '성명서'[SS이슈],ko,'BOKKOT-RETURN-RETURN'...K-POP THE NEW DIALOG WINDOW OF THE FAN 'SPECIFICATION' [SS YISHU],[ The Story Jeollabuk-do ] The Depilation BIGBANG Wins When Dyeing ?,"icon Vii , ' mill '"
2019-06-11 00:00:00+00:00,"[인터뷰②] 위너 “뒤숭숭한 소속사? 양현석 PD `너희는 너희 길 가라`고""",ko,"[INTERVIEW 2] WORNER “WORSHIP AGENCY? YANG HYUN-SUK PD ""YOU'RE GONNA GO TO YOUR WAY""","'2018 Motor Music Festival ' Ticket , 22 days Interpark Ticket Start",' icon ' leader Vii drug suspend team
2019-06-12 00:00:00+00:00,"아이콘 멤버 비아이, 과거 마약구매 의혹 ""팀 탈퇴 마약 겁나서 못해""",ko,"Icon Member Vii, Past Drug Purchase Mutual ""Team Drugs Not Caught""","`` Lass '' Kangdaniel `` Sounds news appeared , Ramen House ''",be it ok to ` ` yg risk '' or ` ` yg risk '' ? [ SS MUSIC
2019-06-12 00:00:00+00:00,'아이콘' 리더 비아이 마약 의혹 팀 탈퇴,ko,‘Icon’ leader Vii drug suspend team,Big Bang Win Ramen House Factory safe safe way Yamagata,"Icon Member Vii , Past Drug Purchase Mutual ` ` Team Drugs not catch ''"
2019-06-12 00:00:00+00:00,'아이콘' 리더 비아이 마약 의혹 팀 탈퇴,ko,‘Icon’ leader Vii drug suspend team,`` Radio Star '' wins `` Big Bang members army delicious '',"' Arena ' , ' Arena ' , ' Arena ' , ' Arena ' , ' Arena ' , ' Arena ' , ' Arena ' , ' Arena ' , ' Arena ' , ' Arena ' , ' Arena ' , ' arena '"
2019-06-12 00:00:00+00:00,"비아이, '마약의혹'에 아이콘 탈퇴",ko,"Icons to Vii, ‘Mill’",Radio Star 'Radio Star ' Kangdaniel `` Kyoto Demonstration → Black Goshi → Cyber University '',' BOKKOT - RETURN - RETURN ' ... k - pop the new dialog WINDOW of the FAN ' SPECIFICATION ' [ SS YISHU ]
2019-06-12 00:00:00+00:00,"지디, 탑, 양갱, 쿠시 이어 아이콘 비아이까지? YG 마약사(史)",ko,"IS IT POSSIBLE TO GO TO ZODIAC, TOP, YANGSHUO, KUSH EAR ICON? YG KOREA",‘ Las ’ wins “ I ’ going live army BIGBANG members ”,"[ interview 2 ] WORNER "" WORSHIP AGENCY ? YANG HYUN - SUK pd ` ` you ' re go to GO to your way ''"
2019-06-13 00:00:00+00:00,"YG '성접대 마약' 끝없는 추문, 양현석 대표 책임 없나?[SS이슈]",ko,"YG’S ‘SENSING DRUGS’ ENDLESS ABSTRACTS, ISN’T LIABILITY?[SS YISHU]","`` RADIO STAR '' PARK WOO-JIN , GOAL X GOALKEEPER X PADDED , `` PERSONAL 3 SETS ''",yg ... k - POP industrial CRISIS for SECONDARY drug scanning
2019-06-14 00:00:00+00:00,'성접대 의혹→한서희 협박'...양현석 이젠 '논란의 핵심'[SS초점],ko,'SECOND' [SECOND'],"Wannawon Kangdaniel , No.1 Boy Group ’ personal brand plan March . Big Bang ’ top priority",LEE YEONHUI TRENCH COAT TRENCH COAT RAVE ' the NEW WORLD ' YG CRISIS SOLO SUCCESS
2019-06-14 00:00:00+00:00,비아이 마약 의혹 일파만파 확산,ko,BIO Drugs Difference,"5th anniversary “ I live alone ” , 30 % popularity “ One household ”",' second ' [ second ' ]
2019-06-14 00:00:00+00:00,"양민석, 악재 맞은 형제",ko,은 은 은 은,"'Las ' wins , Big Bang members military mouth-to-peace `` beautiful ''",' second ' [ second ' ]
2019-06-16 00:00:00+00:00,잇단 마약 스캔들에 위기의 YG...K팝 산업 위기론도 대두,ko,YG...K-POP INDUSTRIAL CRISIS FOR SECONDARY DRUG SCANNING,BIGBANG JEDRAGON SUN CLOUD photography public brethren shinnan wins `` Salm '',k - POP icon ' DAEJEON ' SHIN SEE - HWAN bigbang - WOOL yg JEWELRY
2019-06-16 00:00:00+00:00,잇단 마약 스캔들에 위기의 YG...K팝 산업 위기론도 대두,ko,YG...K-POP INDUSTRIAL CRISIS FOR SECONDARY DRUG SCANNING,"5th anniversary “ I live alone ” , 30 % popularity “ One household ”",""" yg be a drugstore "" SPREAD even in the pilgrimage of the K - POP empire"
2019-06-17 00:00:00+00:00,케이팝 아이콘서 ‘약국’ 신세 전락 빅뱅으로 울고웃은 YG제국 몰락,ko,K-POP ICONS ‘DAEJEON’ SHIN SEE-HWAN BIGBANG-WOOL YG JEWELRY,We broadcast 21st ‘ Lady Star ’ broadcast announcement,yg ... k - POP industrial CRISIS for SECONDARY drug scanning
2019-06-17 00:00:00+00:00,'성접대 의혹→한서희 협박'...양현석 이젠 '논란의 핵심'[SS초점],ko,'SECOND' [SECOND'],What `` Radio Star '' starring ?,BIO drug Difference
2019-06-17 00:00:00+00:00,'성접대 의혹→한모씨 협박'...양현석 이젠 '논란의 핵심'[SS초점],ko,'SECOND' [SECOND'],"'Las ' Big Bang Wins `` Members ' Army Gani main , 's delicious . ''",' second ' [ second ' ]
2019-06-18 00:00:00+00:00,K팝 제국의 몰락 양현석 사퇴에도 “YG는 약국” 불매 확산,ko,“YG IS A DRUGSTORE” SPREAD EVEN IN THE PILGRIMAGE OF THE K-POP EMPIRE,"[ SUPERRICH NOW ] ‘ BURNING SUN ’ SOUND SYSTEM ‘ BURNING SUN ’ , ‘ BURNING SUN ’ , ‘ BURNING SUN ’",""" YG PHARMACY "" , "" YG IMPERIAL "" , "" yg "" , "" yg """
2019-06-18 00:00:00+00:00,"은지원 '불나방' 컴백, 송민호까지 나섰다 YG 위기 속 솔로 성공할까",ko,LEE YEONHUI TRENCH COAT TRENCH COAT RAVE 'THE NEW WORLD’ YG CRISIS SOLO SUCCESS,"Warnerwon Park Woojin , 75th → 6th ranked `` Bitcoin Same ''","yg ' s ' sensing drugs ' ENDLESS ABSTRACTS , ISN ' t liability ? [ SS YISHU ]"
